experiment_name,precision,recall,mAP50,mAP50-95,training_time_ms,eval_time_ms
vz-3754523883,0.002930,0.931220,0.008470,0.003420,84434,5390
vz-3754523883,0.002700,0.857140,0.006490,0.002080,73610,4812
